patch_size,regime,density,seed,threshold,steps,burn_in,board_size,init_density,final_pred_density,final_true_density,acc_self_first,acc_first,acc_last,f1_first,f1_last,avg_acc,avg_f1,prec_first,rec_first,prec_last,rec_last,first_zero_step,first_one_step,checkpoint,model_variant,temperature,adaptive,adaptive_gain,thr_min,thr_max,target_density
5,early,0.4,0,0.6,50,10,128,0.2242431640625,0.22515869140625,0.11358642578125,0.7689208984375,0.7689208984375,0.70843505859375,0.5291044776119403,0.13912416651648946,0.69945556640625,0.19602852074607025,0.48717361429225836,0.5789330430048993,0.10463540254811603,0.2075268817204301,,,checkpoints_weighted/best_model_patch5_early_p0.4_epoch13.pth,match,1.0,True,0.5,0.2,0.85,0.2242431640625
5,early,0.6,0,0.6,50,10,128,0.11871337890625,0.11553955078125,0.0975341796875,0.89251708984375,0.89251708984375,0.80950927734375,0.6199007122814592,0.10701001430615163,0.8093994140625,0.17197393580314113,0.5342261904761905,0.7383033419023136,0.09878499735868991,0.11672908863920099,,,checkpoints_weighted/best_model_patch5_early_p0.6_epoch17.pth,match,1.0,True,0.5,0.2,0.85,0.11871337890625
5,mid,0.2,0,0.6,50,60,128,0.1004638671875,0.0986328125,0.0838623046875,0.91522216796875,0.91522216796875,0.83392333984375,0.6189300411522634,0.10168372400132056,0.845538330078125,0.20485435344465253,0.5642821410705353,0.6852976913730255,0.0952970297029703,0.10898796886058032,,,checkpoints_weighted/best_model_patch5_mid_p0.2_epoch18.pth,match,1.5,True,0.5,0.2,0.85,0.1004638671875
5,mid,0.4,0,0.6,50,60,128,0.11358642578125,0.10638427734375,0.07867431640625,0.90155029296875,0.90155029296875,0.82989501953125,0.6099153567110037,0.10241545893719806,0.81819091796875,0.17703868858661995,0.5545294635004397,0.6775926921010209,0.09122203098106713,0.11674008810572688,,,checkpoints_weighted/best_model_patch5_mid_p0.4_epoch14.pth,match,1.0,True,0.5,0.2,0.85,0.11358642578125
5,mid,0.6,0,0.6,50,60,128,0.0975341796875,0.09906005859375,0.07025146484375,0.9136962890625,0.9136962890625,0.84405517578125,0.6172171088251218,0.09300674476393325,0.852291259765625,0.1916588029021513,0.5438931297709924,0.7133917396745932,0.0807147258163894,0.10971524288107203,,,checkpoints_weighted/best_model_patch5_mid_p0.6_epoch18.pth,match,1.0,True,0.5,0.2,0.85,0.0975341796875
5,late,0.2,0,0.6,50,160,128,0.07720947265625,0.08154296875,0.078369140625,0.93438720703125,0.93438720703125,0.86212158203125,0.6229393195370045,0.11792268645060523,0.875489501953125,0.21284898064374197,0.5598991172761665,0.7019762845849803,0.11302395209580839,0.12326530612244897,,,checkpoints_weighted/best_model_patch5_late_p0.2_epoch16.pth,match,1.0,True,0.5,0.2,0.85,0.07720947265625
5,late,0.4,0,0.6,50,160,128,0.07098388671875,0.07061767578125,0.06744384765625,0.942138671875,0.942138671875,0.8756103515625,0.6367816091954024,0.09982332155477032,0.888753662109375,0.22187686712521895,0.5742916378714582,0.7145313843508169,0.09766637856525497,0.1020776874435411,,,checkpoints_weighted/best_model_patch5_late_p0.4_epoch13.pth,match,2.0,True,0.5,0.2,0.85,0.07098388671875
5,late,0.6,0,0.6,50,160,128,0.0618896484375,0.05633544921875,0.05914306640625,0.9447021484375,0.9447021484375,0.89837646484375,0.6240663900414938,0.1368584758942457,0.899610595703125,0.2194373752120285,0.5386819484240688,0.7416173570019724,0.14301191765980498,0.1312127236580517,,,checkpoints_weighted/best_model_patch5_late_p0.6_epoch14.pth,match,1.0,True,0.5,0.2,0.85,0.0618896484375
7,early,0.2,0,0.6,50,10,128,0.1708984375,0.17218017578125,0.1004638671875,0.84051513671875,0.84051513671875,0.76519775390625,0.5571936959837317,0.1456806573395514,0.757882080078125,0.19264427196133427,0.5301515640116091,0.5871428571428572,0.11627082594824531,0.19500594530321047,,,checkpoints_weighted/best_model_patch7_early_p0.2_epoch15.pth,match,1.0,True,0.5,0.2,0.85,0.1708984375
7,early,0.4,0,0.6,50,10,128,0.2242431640625,0.2239990234375,0.11358642578125,0.76031494140625,0.76031494140625,0.7156982421875,0.5212727051078875,0.1576853526220615,0.702703857421875,0.2058163050936581,0.472068889379554,0.5819270549809472,0.11880108991825614,0.23440860215053763,,,checkpoints_weighted/best_model_patch7_early_p0.4_epoch14.pth,match,1.0,True,0.5,0.2,0.85,0.2242431640625
7,early,0.6,0,0.6,50,10,128,0.11871337890625,0.1202392578125,0.0975341796875,0.89862060546875,0.89862060546875,0.8116455078125,0.6090844904683455,0.1360582306830907,0.81974853515625,0.20362372588457986,0.5616319444444444,0.6652956298200514,0.1233502538071066,0.15168539325842698,,,checkpoints_weighted/best_model_patch7_early_p0.6_epoch9.pth,match,1.0,True,0.5,0.2,0.85,0.11871337890625
7,mid,0.2,0,0.6,50,60,128,0.1004638671875,0.1029052734375,0.0838623046875,0.91815185546875,0.91815185546875,0.83758544921875,0.6215071972904318,0.14133591481122942,0.853311767578125,0.24567367014024463,0.5803900896151819,0.6688942891859052,0.1298932384341637,0.15498938428874734,,,checkpoints_weighted/best_model_patch7_mid_p0.2_epoch16.pth,match,1.0,True,0.5,0.2,0.85,0.1004638671875
7,mid,0.4,0,0.6,50,60,128,0.11358642578125,0.1162109375,0.07867431640625,0.904052734375,0.904052734375,0.8282470703125,0.6193704600484261,0.1383955909369259,0.829429931640625,0.22103731774073146,0.5636844424856765,0.6872649113379903,0.11869747899159663,0.16593245227606462,,,checkpoints_weighted/best_model_patch7_mid_p0.4_epoch12.pth,match,1.0,True,0.5,0.2,0.85,0.11358642578125
7,mid,0.6,0,0.6,50,60,128,0.0975341796875,0.1031494140625,0.07025146484375,0.916748046875,0.916748046875,0.8543701171875,0.6211111111111111,0.17267683772538142,0.8651318359375,0.2429682649446402,0.5584415584415584,0.6996245306633292,0.14733727810650887,0.20854271356783918,,,checkpoints_weighted/best_model_patch7_mid_p0.6_epoch12.pth,match,1.0,True,0.5,0.2,0.85,0.0975341796875
7,late,0.2,0,0.6,50,160,128,0.07720947265625,0.0762939453125,0.078369140625,0.9345703125,0.9345703125,0.87884521484375,0.6487549148099606,0.197979797979798,0.88582275390625,0.30089659622677145,0.5540011191941802,0.782608695652174,0.196,0.2,,,checkpoints_weighted/best_model_patch7_late_p0.2_epoch10.pth,match,1.0,True,0.5,0.2,0.85,0.07720947265625
7,late,0.4,0,0.6,50,160,128,0.07098388671875,0.06219482421875,0.06744384765625,0.9493408203125,0.9493408203125,0.8995361328125,0.6623270951993491,0.22577610536218248,0.91062255859375,0.33084506628222826,0.6285714285714286,0.6999140154772141,0.23552502453385674,0.21680216802168023,,,checkpoints_weighted/best_model_patch7_late_p0.4_epoch10.pth,match,1.5,True,0.5,0.2,0.85,0.07098388671875
7,late,0.6,0,0.6,50,160,128,0.0618896484375,0.0728759765625,0.05914306640625,0.9517822265625,0.9517822265625,0.8963623046875,0.6457399103139012,0.22818181818181818,0.91479248046875,0.31366599266735745,0.5921052631578947,0.7100591715976331,0.2102177554438861,0.24950298210735586,,,checkpoints_weighted/best_model_patch7_late_p0.6_epoch9.pth,match,1.5,True,0.5,0.2,0.85,0.0618896484375
